lastname,firstname
xiao, wenqiang
xu, yi
henderson, brian j.
tookes, heather
desai, vijay v.
farias, vivek f.
moallemi, ciamac c.
niederle, muriel
segal, carmit
vesterlund, lise
lin, mingfeng
prabhala, nagpurnanand r.
viswanathan, siva
liu, qian
zhang, dan
huang, peng
ceccagnoli, marco
forman, chris
wu, d. j.
renneboog, luc
spaenjers, christophe
berger, johannes
harbring, christine
sliwka, dirk
anderson, simon p.
renault, regis
d'andreagiovanni, fabio
mannino, carlo
sassano, antonio
alizamir, saed
de vericourt, francis
sun, peng
zymler, steve
kuhn, daniel
rustem, berc
kim, sang-hyun
netessine, serguei
tafti, ali
mithas, sunil
krishnan, m. s.
lahiri, atanu
dey, debabrata
bolton, gary
greiner, ben
ockenfels, axel
farias, vivek f.
jagabathula, srikanth
shah, devavrat
ben-tal, aharon
den hertog, dick
de waegenaere, anja
melenberg, bertrand
rennen, gijs
chen, li
koek, a. guerhan
tong, jordan d.
kaufmann, christine
weber, martin
haisley, emily
cavagnaro, daniel r.
gonzalez, richard
myung, jay i.
pitt, mark a.
wang, xiaoqun
tan, ken seng
zeithammer, robert
thomadsen, raphael
suarez, fernando f.
cusumano, michael a.
kahl, steven j.
ho, teck-hua
su, xuanming
blackburn, douglas w.
ukhov, andrey d.
bick, bjoern
kraft, holger
munk, claus
roach, michael
cohen, wesley m.
toubia, olivier
johnson, eric
evgeniou, theodoros
delquie, philippe
bapna, ravi
langer, nishtha
mehra, amit
gopal, ram
gupta, alok
li, feng
nagar, venky
burson, katherine
faro, david
rottenstreich, yuval
kong, guangwen
rajagopalan, sampath
zhang, hao
feiler, daniel c.
tong, jordan d.
larrick, richard p.
adelman, daniel
mersereau, adam j.
erat, sanjiv
kavadias, stylianos
gaimon, cheryl
lu, susan f.
wedig, gerard j.
man, kasing
wang, junbo
wu, chunchi
liu, hong
loewenstein, mark
brown, alexander l.
camerer, colin f.
lovallo, dan
kalaignanam, kartik
kushwaha, tarun
steenkamp, jan-benedict e. m.
tuli, kapil r.
bracha, anat
fershtman, chaim
yang, yan
goldhaber-fiebert, jeremy d.
wein, lawrence m.
li, xiao-bai
sarkar, sumit
arya, anil
mittendorf, brian
battilana, julie
casciaro, tiziana
gruber, marc
harhoff, dietmar
hoisl, karin
lehman, david w.
hahn, jungpil
baiman, stanley
heinle, mirko s.
saouma, richard
rogers, l. c. g.
veraart, l. a. m.
shulman, jeffrey d.
geng, xianjun
strobl, guenter
van wesep, edward d.
hagiu, andrei
spulber, daniel
agarwal, rajshree
ohyama, atsushi
nalca, arcan
boyaci, tamer
ray, saibal
oh, sechan
ozer, ozalp
servaes, henri
tamayo, ane
groysberg, boris
healy, paul
serafeim, george
shanthikumar, devin
hu, xing
caldentey, rene
vulcano, gustavo
shi, savannah wei
wedel, michel
pieters, f. g. m. (rik)
ata, baris
killaly, bradley l.
olsen, tava lennon
parker, rodney p.
cen, ling
lu, hai
yang, liyan
arora, ashish
fosfuri, andrea
ronde, thomas
li, lode
shubik, martin
sobel, matthew j.
dobson, gregory
tezcan, tolga
tilson, vera
mahmood, ishtiaq
chung, chi-nien
mitchell, will
shi, hongyan
liu, yunchuan
petruzzi, nicholas c.
gu, zheyin (jane)
xie, ying
johnson, nicole bastian
pfeiffer, thomas
schneider, georg
cvitanic, jaksa
wan, xuhu
yang, huali
lau, nelson
bearden, j. neil
tzeng, larry y.
huang, rachel j.
shih, pai-ta
maciejovsky, boris
sutter, matthias
budescu, david v.
bernau, patrick
agarwal, vikas
fos, vyacheslav
jiang, wei
li, xinxin
gu, bin
liu, hongju
chan, tat
narasimhan, chakravarthi
xie, ying
belenzon, sharon
berkovitz, tomer
rios, luis a.
morgan, john
vardy, felix
goh, joel
hall, nicholas g.
chen, chen
iyengar, garud
moallemi, ciamac c.
besbes, omar
muharremoglu, alp
shriver, scott k.
nair, harikesh s.
hofstetter, reto
han, bing
yang, liyan
wang, yu
haruvy, ernan
ederer, florian
manso, gustavo
hoogendoorn, sander
oosterbeek, hessel
van praag, mirjam
mak, ho-yin
rong, ying
shen, zuo-jun max
louis, henock
sun, amy x.
urcan, oktay
massey, cade
thaler, richard h.
foley, c. fritz
kerr, william r.
anderson, simon p.
de palma, andre
hu, bin
duenyas, izak
beil, damian r.
lichtendahl, kenneth c.
grushka-cockayne, yael
winkler, robert l.
kim, sang-hyun
tomlin, brian
mamani, hamed
chick, stephen e.
simchi-levi, david
holm, hakan j.
opper, sonja
nee, victor
yuan, hong
gomez, miguel i.
rao, vithala r.
lu, yina
musalem, andres
olivares, marcelo
schilkrut, ariel
lu, yingda
jerath, kinshuk
singh, param vir
becker-peth, michael
katok, elena
thonemann, ulrich w.
bennett, victor manuel
pierce, lamar
snyder, jason a.
toffel, michael w.
phillips, gordon
sertsios, giorgo
aksoy-pierson, margaret
allon, gad
federgruen, awi
sandikci, burhaneddin
maillart, lisa m.
schaefer, andrew j.
roberts, mark s.
vrecko, dennis
langer, thomas
liu, lin
dukes, anthony
bali, turan g.
brown, stephen j.
demirtas, k. ozgur
chao, yong
derdenger, timothy
plambeck, erica l.
wang, qiong
lee, eunkyu
staelin, richard
yoo, weon sang
du, rex
jain, kriti
mukherjee, kanchan
bearden, j. neil
gaba, anil
singh, jasjit
marx, matt
kolay, sreya
shaffer, greg
shon, john
veliotis, stanley
ater, itai
landsman, vardit
li, yan
yang, liyan
hu, bin
beil, damian r.
duenyas, izak
platt, brennan c.
price, joseph
tappen, henry
popescu, dana g.
seshadri, sridhar
abdellaoui, mohammed
bleichrodt, han
l'haridon, olivier
paraschiv, corina
csaszar, felipe a.
eggers, j. p.
sun, monic
zhu, feng
gino, francesca
krupka, erin l.
weber, roberto a.
obukhova, elena
lan, george
gopal, anandasivam
goyal, manu
netessine, serguei
reindorp, matthew
green, linda v.
savin, sergei
savva, nicos
li, haitao
li, tao
yu, cindy
jia, nan
shi, jing
wang, yongxiang
duenyas, izak
hu, bin
beil, damian r.
yang, jian
zhou, yinggang
dellarocas, chrysanthos
katona, zsolt
rand, william
kocher, martin g.
pahlke, julius
trautmann, stefan t.
diwas, k. c.
staats, bradley r.
gino, francesca
ren, yufei
croson, rachel
gerakos, joseph j.
piotroski, joseph d.
srinivasan, suraj
chioveanu, ioana
zhou, jidong
rubineau, brian
fernandez, roberto m.
dai, tinglong
jerath, kinshuk
goldreich, david
halaburda, hanna
baucells, manel
borgonovo, emanuele
altinkilic, oya
balashov, vadim s.
hansen, robert s.
cen, ling
chan, kalok
dasgupta, sudipto
gao, ning
kocak, ozgecan
ozcan, serden
ghosh, bikram
galbreth, michael r.
zentner, alejandro
smith, michael
kaya, cuneyd
chen, yuxin
turut, ozge
gopinath, shyam
chintagunta, pradeep k.
venkataraman, sriram
yildirim, pinar
gal-or, esther
geylani, tansev
yamin, dan
gavious, arieh
august, terrence
niculescu, marius florin
aksin, zeynep
ata, baris
emadi, seyed morteza
su, che-lin
chen, ying-ju
tomlin, brian
wang, yimin
habib, michel a.
hege, ulrich
mella-barral, pierre
hu, ming
shi, mengze
wu, jiahua
chen, hua
lim, noah
knittel, christopher r.
stango, victor
charness, gary
masclet, david
villeval, marie claire
brown, nerissa c.
wei, kelsey d.
wermers, russ
joo, mingyu
wilbur, kenneth c.
cowgill, bo
zhu, yi
aragon, george
liang, bing
park, hyuna
azoulay, pierre
stuart, toby
wang, yanbo
arlotto, alessandro
chick, stephen e.
gans, noah
iancu, dan a.
trichakis, nikolaos
cespa, giovanni
foucault, thierry
xiang, yi
soberman, david
he, zhiguo
li, si
wei, bin
yu, jianfeng
gamba, andrea
triantis, alexander j.
fisman, raymond j.
khurana, rakesh
rhodes-kropf, matthew
yim, soojin
tambe, prasanna
hitt, lorin m.
servaes, henri
tamayo, ane
seamans, robert
zhu, feng
duan, jin-chuan
zhang, weiqi
belo, rodrigo
ferreira, pedro
telang, rahul
milkman, katherine l.
minson, julia a.
volpp, kevin g. m.
cohen-vernik, dinah a.
purohit, devavrat
aflaki, sam
popescu, ioana
li, zhuoxin
gilbert, stephen m.
lai, guoming
jose, victor richmond r.
grushka-cockayne, yael
lichtendahl, kenneth c.
subramanian, upender
raju, jagmohan s.
zhang, z. john
li, shujing
qiu, jiaping
ceran, yasin
dawande, milind
liu, dengpan
mookerjee, vijay
corgnet, brice
hernan gonzalez, roberto
lim, noah
ham, sung h.
roels, guillaume
su, xuanming
schurr, amos
ritov, ilana
cezar, asunur
cavusoglu, huseyin
raghunathan, srinivasan
da, zhi
liu, qianqiu
schaumburg, ernst
han, song
zhou, xing
nakagawa, yuji
james, ross j. w.
rego, cesar
edirisinghe, chanaka
chod, jiri
zhou, jianer
kocabiyikoglu, ayse
popescu, ioana
stefanescu, catalina
biais, bruno
bisiere, christophe
pouget, sebastien
den boer, arnoud v.
zwart, bert
xiong, hui
chen, ying-ju
jouini, elyes
karehnke, paul
napp, clotilde
yang, botao
ching, andrew t.
stidsen, thomas
andersen, kim allan
dammann, bernd
liang, chao
cakanyildirim, metin
sethi, suresh p.
franke, nikolaus
poetz, marion k.
schreier, martin
hosanagar, kartik
fleder, daniel
lee, dokyun
buja, andreas
guadalupe, maria
li, hongyi
wulf, julie
amromin, gene
sharpe, steven a.
aggarwal, vikas a.
hsu, david h.
harford, jarrad
kolasinski, adam
achtziger, anja
alos-ferrer, carlos
brown, alexander l.
kim, hwagyun
tehranian, hassan
zhao, mengxing
zhu, julie l.
davis, andrew m.
katok, elena
kwasnica, anthony m.
nagarajan, mahesh
shechter, steven
amore, mario daniele
garofalo, orsola
minichilli, alessandro
bhattacharya, haimanti
dugar, subhasish
kim, sang won
olivares, marcelo
weintraub, gabriel y.
loomes, graham
rodriguez-puerta, inmaculada
pinto-prades, jose-luis
lount, robert b.
wilk, steffanie l.
lacetera, nicola
macis, mario
slonim, robert
hossain, tanjim
li, king king
li, yang
ansari, asim
jain, nitish
girotra, karan
netessine, serguei
wu, xiaole
zhang, fuqiang
gallego, guillermo
hu, ming
anantharaman, divya
fang, vivian w.
gong, guojin
buraschi, andrea
trojani, fabio
vedolin, andrea
fung, simon yu kit
gul, ferdinand a.
radhakrishnan, suresh
zhang, minjiao
kucukyavuz, simge
goel, saumya
rudi, nils
drake, david
aral, sinan
walker, dylan
xu, lizhen
duan, jason a.
whinston, andrew
gallino, santiago
moreno, antonio
ghose, anindya
han, sang pil
tan, tom fangyun
netessine, serguei
bertsimas, dimitris
bradlow, eric
gans, noah
gupta, alok
bao, yang
datta, anindya
danaher, brett
huang, yan
smith, michael d.
telang, rahul
kappe, eelco
blank, ashley stadler
desarbo, wayne s.
mishra, vinit kumar
natarajan, karthik
padmanabhan, dhanesh
teo, chung-piaw
li, xiaobo
golrezaei, negin
nazerzadeh, hamid
rusmevichientong, paat
angalakudati, mallik
balwani, siddharth
calzada, jorge
chatterjee, bikram
perakis, georgia
raad, nicolas
uichanco, joline
hauser, john r.
liberali, guilherme (gui)
urban, glen l.
ghani, ejaz
kerr, william r.
stanton, christopher
luo, xueming
andrews, michelle
fang, zheng
phang, chee wei
neely, christopher j.
rapach, david e.
tu, jun
zhou, guofu
roos, jason m. t.
shachar, ron
ghose, anindya
ipeirotis, panagiotis g.
li, beibei
pownall, grace
vulcheva, maria
wang, xue
chaturvedi, aadhaar
beil, damian r.
martinez-de-albeniz, victor
jones, daniel
linardi, sera
borgs, christian
candogan, ozan
chayes, jennifer
lobel, ilan
nazerzadeh, hamid
dutt, nilanjana
king, andrew a.
chandra, ambarish
kaiser, ulrich
abdellaoui, mohammed
kemel, emmanuel
fernandes, daniel
lynch, john g.
netemeyer, richard g.
kesavan, saravanan
staats, bradley r.
gilland, wendell
liu, laura xiaolei
sherman, ann e.
zhang, yong
chan, tat y.
li, jia
pierce, lamar
ovchinnikov, anton
boulu-reshef, beatrice
pfeifer, phillip e.
imrohoroglu, ayse
tuezel, selale
ho, teck-hua
yeung, catherine
lemmon, michael
ni, sophie xiaoyan
liu, tracy xiao
yang, jiang
adamic, lada a.
chen, yan
jiang, hao
verbeek, marno
wang, yu
li, lingfang (ivy)
xiao, erte
huang, jing-zhi
wang, ying
leider, stephen
sahin, oezge
christoffersen, peter
dorion, christian
jacobs, kris
karoui, lotfi
giesecke, kay
kim, baeho
kim, jack
tsoukalas, gerry
nan, lin
wen, xiaoyan
hegde, deepak
tumlinson, justin
li, jun
granados, nelson
netessine, serguei
huang, yan
singh, param vir
srinivasan, kannan
cui, yao
duenyas, izak
sahin, oezge
gallego, guillermo
talebian, masoud
elkamhi, redouane
pungaliya, raunaq s.
vijh, anand m.
curtis, asher
fargher, neil l.
alan, yasin
gao, george p.
gaur, vishal
dai, hengchen
milkman, katherine l.
riis, jason
fisher, marshall
vaidyanathan, ramnath
oezer, oezalp
zheng, yanchong
ren, yufei
taylor, terry a.
xiao, wenqiang
roussanov, nikolai
savor, pavel
iyer, krishnamurthy
johari, ramesh
moallemi, ciamac c.
palley, asa b.
kremer, mirko
bhargava, hemant k.
mishra, abhay nath
gallego, guillermo
topaloglu, huseyin
lehman, david w.
kovacs, balazs
carroll, glenn r.
kim, jerry w.
king, brayden g.
davis, andrew m.
katok, elena
santamaria, natalia
xu, linli
wilbur, kenneth c.
siddarth, s.
silva-risso, jorge m.
eccles, robert g.
ioannou, ioannis
serafeim, george
gneezy, uri
imas, alex
madarasz, kristof
perakis, georgia
sun, wei
caro, felipe
martinez-de-albeniz, victor
rusmevichientong, paat
drexler, alejandro
schoar, antoinette
ang, andrew
papanikolaou, dimitris
westerfield, mark m.
indjejikian, raffi
lu, hai
yang, liyan
adner, ron
csaszar, felipe a.
zemsky, peter b.
balseiro, santiago r.
feldman, jon
mirrokni, vahab
muthukrishnan, s.
hackbarth, dirk
mathews, richmond
robinson, david
bloom, nicholas
garicano, luis
sadun, raffaella
van reenen, john
dong, lingxiu
kouvelis, panos
wu, xiaole
celis, l. elisa
lewis, gregory
mobius, markus
nazerzadeh, hamid
iyer, krishnamurthy
johari, ramesh
sundararajan, mukund
bang dang nguyen,bang dang nguyen
nielsen, kasper meisner
kane, gerald c.
johnson, jeremiah
majchrzak, ann
toubia, olivier
goldenberg, jacob
garcia, rosanna
brown, jennifer
minor, dylan b.
marx, matt
gans, joshua s.
hsu, david h.
brogaard, jonathan
detzel, andrew
kim, song-hee
chan, carri w.
olivares, marcelo
escobar, gabriel
agrawal, vishal v.
atasu, atalay
van ittersum, koert
besbes, omar
lobel, ilan
anjos, fernando
fracassi, cesare
casadesus-masanell, ramon
hervas-drane, andres
batt, robert j.
terwiesch, christian
pang, guodong
perry, ohad
armbruster, benjamin
delage, erick
hopkins, justin j.
maydew, edward l.
venkatachalam, mohan
acland, dan
levy, matthew r.
hagiu, andrei
wright, julian
liu, peggy j.
haws, kelly l.
lamberton, cait
campbell, troy h.
fitzsimons, gavan j.
feng, qi
lai, guoming
lu, lauren xiaoyuan
goldmanis, maris
ray, korok
levi, shai
zhang, xiao-jun
prince, jeffrey t.
simon, daniel h.
budescu, david v.
chen, eva
van ryzin, garrett
vulcano, gustavo
mak, ho-yin
rong, ying
zhang, jiawei
hutchison-krupat, jeremy
kavadias, stylianos
zhou, guofu
zhu, yingzi
overby, eric
forman, chris
ma, liye
krishnan, ramayya
montgomery, alan l.
fay, scott
xie, jinhong
arya, anil
frimor, hans
mittendorf, brian
beaud, mickael
willinger, marc
stewart, neil
reimers, stian
harris, adam j. l.
cheyre, cristobal
klepper, steven
veloso, francisco
amaldoss, wilfred
desai, preyas s.
shin, woochoel
qian, yi
xie, hui
aydin, goker
heese, h. sebastian
yu, man
ahn, hyun-soo
kapuscinski, roman
koc, ali
morton, david p.
marquardt, carol
zur, emanuel
rieger, marc oliver
wang, mei
hens, thorsten
liu, yu-jane
zhang, zheng
zhao, longkai
viard, v. brian
economides, nicholas
berge, lars ivar oppedal
bjorvatn, kjetil
tungodden, bertil
besbes, omar
zeevi, assaf
avci, buket
girotra, karan
netessine, serguei
cao, ying
dhaliwal, dan
li, zengquan
yang, yong george
mishra, himanshu
mishra, arul
moreno, oscar
kuntz, ludwig
mennicken, roman
scholtes, stefan
herrmann, philipp n.
kundisch, dennis o.
rahman, mohammad s.
balseiro, santiago r.
besbes, omar
weintraub, gabriel y.
ebbes, peter
liechty, john c.
grewal, rajdeep
zhang, kaifu
sarvary, miklos
claussen, jorg
kretschmer, tobias
stieglitz, nils
burtch, gordon
ghose, anindya
wattal, sunil
yang, zhibin (ben)
babich, volodymyr
berry, heather
kaul, aseem
muslu, volkan
radhakrishnan, suresh
subramanyam, k. r.
lim, dongkuk
bhattacharya, shantanu
gaba, vibha
hasija, sameer
gutin, eli
kuhn, daniel
wiesemann, wolfram
brandts, jordi
groenert, valeska
rott, christina
shachat, jason
tan, lijia
battauz, anna
de donno, marzia
sbuelz, alessandro
goldman, eitan moshe
huang, peggy peiju
lefgren, lars
platt, brennan
price, joseph
de langhe, bart
puntoni, stefano
hariharan, vijay ganesh
bezawada, ram
talukdar, debabrata
guo, liang
meng, xiangyi
schmidt, klaus m.
spann, martin
zeithammer, robert
savva, nicos
taneri, niyazi
chen, yongmin
zhang, tianle
chang, wei-shiun
chen, bo
salmon, timothy c.
ye, shengqi
aydin, goker
hu, shanshan
roberti, roberto
bartolini, enrico
mingozzi, aristide
bertomeu, jeremy
liang, pierre jinghong
abdellaoui, mohammed
klibanoff, peter
placido, laetitia
bisiere, christophe
decamps, jean-paul
lovo, stefano
overby, eric
kannan, karthik
brooks, alison wood
gino, francesca
schweitzer, maurice e.
robinson, adina barbulescu
tuli, kapil r.
kohli, ajay k.
hendricks, kevin b.
hora, manpreet
singhal, vinod r.
liu, angela (xia)
mazumdar, tridib
li, bo
bikard, michael
murray, fiona
gans, joshua s.
ockenfels, axel
sliwka, dirk
werner, peter
guillen, pablo
merrett, danielle
slonim, robert
schram, arthur
charness, gary
janakiraman, ganesh
seshadri, sridhar
sheopuri, anshul
mitchell, matthew
skrzypacz, andrzej
post, thierry
fang, yi
kopa, milos
firth, michael
wang, kailong (philip)
wong, sonia m. l.
mao, lei
tserlukevich, yuri
kim, yongtae
song, minsup
goetzendorff, andor
bichler, martin
shabalin, pasha
day, robert w.
li, jimmy q.
rusmevichientong, paat
simester, duncan
tsitsiklis, john n.
zoumpoulis, spyros i.
cohn, alain
fehr, ernst
goette, lorenz
tonin, mirco
vlassopoulos, michael
bapna, ravi
umyarov, akhmed
dahl, darren w.
fuchs, christoph
schreier, martin
phillips, robert
simsek, a. serdar
van ryzin, garrett
ruffle, bradley j.
shtudiner, ze'ev
bakshi, nitin
kim, sang-hyun
savva, nicos
de bettignies, jean-etienne
duchene, anne
asparouhova, elena
bossaerts, peter
copic, jernej
cornell, brad
cvitanic, jaksa
meloso, debrah
kumar, anuj
tan, yinliang (ricky)
danz, david
kuebler, dorothea
mechtenberg, lydia
schmid, julia
zhang, zelin
joseph, kissan
subramaniam, ramanathan
leibbrandt, andreas
list, john a.
schlapp, jochen
oraiopoulos, nektarios
mak, vincent
wu, jiahua
shi, mengze
hu, ming
cabral, luis
li, lingfang (ivy)
amaldoss, wilfred
jain, sanjay
boute, robert n.
van mieghem, jan a.
yu, man
kapuscinski, roman
ahn, hyun-soo
larson, chad r.
turcic, danko
zhang, fuqiang
roach, michael
sauermann, henry
diris, bart
palm, franz
schotman, peter
croitoru, benjamin
lu, lei
agarwal, sumit
ben-david, itzhak
yao, vincent
lee, young-jin
hosanagar, kartik
tan, yong
jia, jayson s.
khan, uzma
litt, ab
pierce, lamar
snow, daniel c.
mcafee, andrew
yang, s. alex
birge, john r.
parker, rodney p.
sutter, matthias
glaetzle-ruetzler, daniela
newton, david
simutin, mikhail
kim, youngsoo
krishnan, ramayya
hegde, deepak
sampat, bhaven
dorn, anne jones
dorn, daniel
sengmueller, paul
wei, kelsey d.
wermers, russ
yao, tong
aiken, adam l.
clifford, christopher p.
ellis, jesse
becher, david a.
cohn, jonathan b.
juergens, jennifer l.
scopelliti, irene
morewedge, carey k.
mccormick, erin
min, h. lauren
lebrecht, sophie
kassam, karim s.
pedram, mahmood
balachander, subramanian
kolsarici, ceren
vakratsas, demetrios
liu, yan
shankar, venkatesh
hasan, sharique
bagde, surendrakumar
morellec, erwan
valta, philip
zhdanov, alexei
gamble, keith jacks
boyle, patricia a.
yu, lei
bennett, david a.
mihm, juergen
sting, fabian j.
wang, tan
aggarwal, rohit
kryscynski, david
singh, harpreet
goldfarb, avi
tucker, catherine e.
gray, john v.
siemsen, enno
vasudeva, gurneeta
arnott, robert d.
hsu, jason c.
liu, jun
markowitz, harry
karagozoglu, emin
riedl, arno
brandts, jordi
cooper, david j.
weber, roberto a.
bartling, bjoern
brandes, leif
schunk, daniel
voleti, sudhir
kopalle, praveen k.
